Company Random #,Sales Rep Random #,Contacts Full Name,Title,Company,Company Headcount,Industry,Company Website,Sales Representative
976,51,Wendall I'anson,Project Manager,"Real Goods Solar, Inc.",501-1000,Engineering & Construction,www.real.com,Iliana Weiss
967,68,Ike Orro,Registered Nurse,eBay Inc.,1001-5000,Business Services,www.ebay.com,Libby Lyons
595,48,Rosalia McIlvenna,VP Marketing,"Willamette Valley Vineyards, Inc.",201-500,Beverages (Production/Distribution),www.willamette.com,Jolie Nash
116,22,Osbourne Fewless,Design Engineer,Hillenbrand Inc,501-1000,Miscellaneous manufacturing industries,www.hillenbrand.com,Fuller Spencer
482,52,Mackenzie Zylberdik,Assistant Media Planner,"Goldman Sachs Group, Inc. (The)",201-500,Holdings,www.goldman.com,Daphne Lindsey
980,54,Noellyn Philpott,Web Designer IV,Sutherland Asset Management Corporation,201-500,Real Estate Investment Trusts,www.sutherland.com,Eve Mccarty
132,94,Ernst Chartre,Account Executive,Michael Kors Holdings Limited,10000+,Apparel,www.michael.com,Adam Burch
379,57,Levon Bellwood,Sales Representative,John Hancock Income Securities Trust,501-1000,Holdings,www.john.com,Colette Black
50,5,Zacharie Ludron,Structural Engineer,"National Presto Industries, Inc.",501-1000,Ordnance And Accessories,www.national.com,Risa Pugh
633,22,Ulrikaumeko Hinners,Software Test Engineer III,Ball Corporation,201-500,Containers/Packaging,www.ball.com,Fuller Spencer
489,4,Fanchette Gwilliams,Sales Representative,"Health Insurance Innovations, Inc.",201-500,Specialty Insurers,www.health.com,Ignatius Frank
519,72,Lynette Clemetts,Nurse,GGP Inc.,501-1000,Real Estate Investment Trusts,www.ggp.com,Stone Dotson
343,13,May Duly,Assistant Media Planner,Fair Isaac Corporation,201-500,Business Services,www.fair.com,Anjolie Murphy
920,17,Kristine Cauley,Speech Pathologist,Marathon Petroleum Corporation,501-1000,Integrated oil Companies,www.marathon.com,Melodie Kinney
545,25,Prentiss Hanbury-Brown,Office Assistant III,Ciner Resources LP,10000+,Mining & Quarrying of Nonmetallic Minerals (No Fuels),www.ciner.com,Oliver Craft
207,72,Sigfrid Bucher,Accounting Assistant II,Ashford Hospitality Trust Inc,1001-5000,Real Estate Investment Trusts,www.ashford.com,Stone Dotson
946,36,Artie Bartoszewski,Nurse Practicioner,Loews Corporation,501-1000,Property-Casualty Insurers,www.loews.com,Stuart Riley
502,82,Hymie Cable,Safety Technician II,"Delta Air Lines, Inc.",201-500,Air Freight/Delivery Services,www.delta.com,Rudyard Harrison
194,27,Bettina Orry,Sales Associate,"Hemisphere Media Group, Inc.",10000+,Television Services,www.hemisphere.com,Catherine Estes
715,74,Erny Burniston,Technical Writer,Nuveen North Carolina Quality Municipal Income Fd,201-500,Holdings,www.nuveen.com,Ivy Harper
467,92,Hunter Grioli,Office Assistant IV,CVS Health Corporation,10000+,Medical/Nursing Services,www.cvs.com,Basil Leach
21,61,Arlan Vaux,VP Marketing,Calamos Dynamic Convertible & Income Fund,501-1000,Holdings,www.calamos.com,Maryam Whitfield
950,27,Humfrid Siemantel,Human Resources Manager,180 Degree Capital Corp.,1001-5000,Finance/Investors Services,www.180.com,Catherine Estes
303,6,Irvin Adlam,Nuclear Power Engineer,First Trust/Aberdeen Global Opportunity Income Fund,10000+,Holdings,www.first.com,Yolanda Wade
90,73,Ginger Yglesia,Administrative Assistant IV,Vanguard Russell 1000 ETF,501-1000,Holdings,www.vanguard.com,Lysandra Whitfield
999,41,Paige Jakeman,Human Resources Manager,"ARMOUR Residential REIT, Inc.",501-1000,Real Estate Investment Trusts,www.armour.com,Erich Pruitt
186,63,Sayre O'Kelly,Human Resources Assistant III,QuickLogic Corporation,10000+,Semiconductors,www.quicklogic.com,Zena Cochran
238,76,Ilene Garvagh,VP Marketing,"NextEra Energy, Inc.",201-500,Electric Utilities: Central,www.nextera.com,Bethany Horne
281,3,Hildagard Finlay,Legal Assistant,"Ryder System, Inc.",201-500,Rental/Leasing Companies,www.ryder.com,Nita Brewer
305,17,Inigo Elles,Project Manager,"Darden Restaurants, Inc.",1001-5000,Restaurants,www.darden.com,Melodie Kinney
429,99,Donaugh Albisser,Accountant II,"New York Community Bancorp, Inc.",501-1000,Holdings,www.new.com,Calista Rosales
292,90,Abba Annesley,Senior Financial Analyst,"WPX Energy, Inc.",201-500,Oil & Gas Production,www.wpx.com,Josiah Olson
885,31,Corly Spooner,Marketing Assistant,Crestwood Equity Partners LP,10000+,Other Consumer Services,www.crestwood.com,Natalie Hull
353,69,Martie Redd,Web Designer IV,Seaspan Corporation,201-500,Marine Transportation,www.seaspan.com,Jack Francis
832,97,Cesare Causer,Technical Writer,QAD Inc.,10000+,Computer Software: Prepackaged Software,www.qad.com,Neil Garrett
910,83,Jessie Gounard,Developer III,Nuveen Municipal 2021 Target Term Fund,501-1000,Holdings,www.nuveen.com,Kaseem James
504,62,Austin Wellum,Editor,"Navigant Consulting, Inc.",10000+,Professional Services,www.navigant.com,Alexander Barlow
901,74,Bethina Sextone,Account Coordinator,Boyd Gaming Corporation,501-1000,Hotels/Resorts,www.boyd.com,Ivy Harper
76,56,Tootsie Dimelow,Programmer Analyst III,"P.A.M. Transportation Services, Inc.",1001-5000,Trucking Freight/Courier Services,www.p.a.m..com,Hayley Munoz
477,2,Layney Ogborn,Nurse Practicioner,XL Group Ltd.,201-500,Property-Casualty Insurers,www.xl.com,Samuel Acosta
5,26,Lyon Learmond,VP Quality Control,"Transcontinental Realty Investors, Inc.",10000+,Real Estate Investment Trusts,www.transcontinental.com,Sacha Osborn
131,58,Reinhold McKennan,Teacher,"One Horizon Group, Inc.",10000+,Telecommunications Equipment,www.one.com,Lance Floyd
475,45,Brinna Lowmass,Systems Administrator IV,Eclipse Resources Corporation,201-500,Oil & Gas Production,www.eclipse.com,Ethan Odom
355,75,Peterus Gould,Help Desk Operator,"Ventas Realty, Limited Partnership // Ventas Capital Corporati",10000+,Real Estate Investment Trusts,www.ventas.com,Dillon Stanley
579,91,Alvira Bulpitt,Marketing Assistant,iShares S&P India Nifty 50 Index Fund,10000+,Holdings,www.ishares.com,Ainsley Ortiz
809,11,Allan Ahlf,VP Quality Control,"Spirit Aerosystems Holdings, Inc.",201-500,Military/Government/Technical,www.spirit.com,Aline Larsen
275,53,Kathe Shoulders,Operator,First Bancorp,1001-5000,Major Banks,www.first.com,Mona Mccormick
712,56,Talbot MacParland,Mechanical Systems Engineer,Royal Bank Scotland plc (The),501-1000,Commercial Banks,www.royal.com,Hayley Munoz
251,93,Brenna Utteridge,Computer Systems Analyst IV,Bank of Hawaii Corporation,501-1000,Major Banks,www.bank.com,Giselle Dejesus
565,15,Myriam Gravells,Staff Scientist,Cerner Corporation,201-500,EDP Services,www.cerner.com,Clayton Reid
127,65,Mel Collins,Physical Therapy Assistant,XOMA Corporation,201-500,Major Pharmaceuticals,www.xoma.com,Orla Shepard
375,41,Calli Hayworth,Executive Secretary,"Titan International, Inc.",501-1000,Steel/Iron Ore,www.titan.com,Erich Pruitt
350,34,Lezley Cesaric,Clinical Specialist,Layne Christensen Company,1001-5000,Engineering & Construction,www.layne.com,Dolan Merrill
763,72,Wileen Seifert,Assistant Media Planner,"Dril-Quip, Inc.",1001-5000,Metal Fabrications,"www.dril-quip,.com",Stone Dotson
196,66,Andris Cloughton,Social Worker,Yirendai Ltd.,501-1000,Finance: Consumer Services,www.yirendai.com,Jacob Dorsey
863,98,Roley Farey,Account Coordinator,Bank of Commerce Holdings (CA),501-1000,Major Banks,www.bank.com,Maryam Mann
308,97,Lucinda Guierre,Nuclear Power Engineer,Assured Guaranty Ltd.,501-1000,Property-Casualty Insurers,www.assured.com,Neil Garrett
523,77,Eugenio Harraway,Software Engineer III,"Sprouts Farmers Market, Inc.",10000+,Food Chains,www.sprouts.com,Hoyt Downs
908,49,Carina Doppler,Administrative Officer,"Guidance Software, Inc.",1001-5000,Computer Software: Prepackaged Software,www.guidance.com,Troy Workman
791,47,Ase Braxay,Analyst Programmer,"Heron Therapeutics, Inc.  ",10000+,Major Pharmaceuticals,www.heron.com,Ursa Singleton
854,61,Rycca Cushe,Social Worker,Saban Capital Acquisition Corp.,201-500,Business Services,www.saban.com,Maryam Whitfield
219,19,Tedd Guntrip,Senior Financial Analyst,Barington/Hilco Acquisition Corp.,1001-5000,Business Services,www.barington/hilco.com,Hasad Conrad
861,94,Had Klossmann,Paralegal,Arlington Asset Investment Corp,201-500,Finance/Investors Services,www.arlington.com,Adam Burch
176,39,Heidie Seer,Community Outreach Specialist,Ivy High Income Opportunities Fund,201-500,Holdings,www.ivy.com,Gail William
10,36,Tildi Dow,Dental Hygienist,Zoetis Inc.,501-1000,Major Pharmaceuticals,www.zoetis.com,Stuart Riley
505,6,Rosina Gutsell,Chief Design Engineer,Paylocity Holding Corporation,201-500,Computer Software: Prepackaged Software,www.paylocity.com,Yolanda Wade
761,30,Sheffy Zucker,Social Worker,Genie Energy Ltd.,501-1000,Holdings,www.genie.com,Perry Poole
965,91,Rebe Vamplew,Help Desk Operator,"Community First Bancshares, Inc.",201-500,Holdings,www.community.com,Ainsley Ortiz
386,41,Horatius Drever,VP Quality Control,"PriceSmart, Inc.",1001-5000,Department/Specialty Retail Stores,"www.pricesmart,.com",Erich Pruitt
919,10,Alyosha Tattersdill,Nurse,Cemtrex Inc.,201-500,Industrial Machinery/Components,www.cemtrex.com,Seth Rosario
289,56,Bettine Kibblewhite,Nurse Practicioner,"Trinity Industries, Inc.",201-500,Railroads,www.trinity.com,Hayley Munoz
602,8,Tann Danielis,Systems Administrator I,"RLJ Entertainment, Inc.",501-1000,Movies/Entertainment,www.rlj.com,Dexter Cherry
177,65,Jermayne Stenyng,Programmer Analyst I,Guggenheim Enhanced Equity Income Fund,1001-5000,Holdings,www.guggenheim.com,Orla Shepard
699,53,Ruby Jepps,Nurse,"MKS Instruments, Inc.",501-1000,Industrial Machinery/Components,www.mks.com,Mona Mccormick
652,30,Willa Schubuser,Account Representative I,"TripAdvisor, Inc.",1001-5000,"Computer Software: Programming, Data Processing","www.tripadvisor,.com",Perry Poole
130,9,Case Bugler,Help Desk Technician,VanEck Vectors Pharmaceutical ETF,10000+,Holdings,www.vaneck.com,Louis Yates
211,58,Glynis Lapthorne,Junior Executive,Mercer International Inc.,501-1000,Paper,www.mercer.com,Lance Floyd
541,26,Lennard Billyard,Staff Accountant II,"Advaxis, Inc.",10000+,Major Pharmaceuticals,"www.advaxis,.com",Sacha Osborn
751,75,Wynne Lodo,Junior Executive,KB Financial Group Inc,201-500,Commercial Banks,www.kb.com,Dillon Stanley
413,90,Kathlin Cawsy,Office Assistant II,Harvest Capital Credit Corporation,501-1000,Holdings,www.harvest.com,Josiah Olson
272,60,Abbi Hulkes,Senior Developer,"PS Business Parks, Inc.",501-1000,Holdings,www.ps.com,Scott Camacho
828,6,Kiersten Naul,Physical Therapy Assistant,Lianluo Smart Limited,501-1000,Medical/Dental Instruments,www.lianluo.com,Yolanda Wade
313,17,Anallise Romand,Marketing Assistant,Innodata Inc.,10000+,EDP Services,www.innodata.com,Melodie Kinney
523,85,Torin Wedlake,Librarian,"Sprouts Farmers Market, Inc.",10000+,Food Chains,www.sprouts.com,Ria Gilbert
760,31,Emlyn Sclater,Computer Systems Analyst III,"Iconix Brand Group, Inc.",201-500,Shoe Manufacturing,www.iconix.com,Natalie Hull
368,63,Rebeca Stitwell,Project Manager,Bank of Nova Scotia (The),1001-5000,Major Banks,www.bank.com,Zena Cochran
732,50,Winni Reolfi,Mechanical Systems Engineer,"Legg Mason, Inc.",501-1000,Investment Managers,www.legg.com,Basia Russo
800,23,Kristian Cranefield,Systems Administrator III,"Rollins, Inc.",501-1000,Diversified Commercial Services,"www.rollins,.com",Wylie Klein
565,81,Marlow Galletly,Actuary,Cerner Corporation,201-500,EDP Services,www.cerner.com,Solomon Matthews
876,9,Shelby Silverlock,Senior Quality Engineer,Energen Corporation,1001-5000,Oil & Gas Production,www.energen.com,Louis Yates
450,26,Venus Raddish,Engineer I,Caesarstone Ltd.,10000+,Building Materials,www.caesarstone.com,Sacha Osborn
414,73,Lissie Power,Research Associate,"Haverty Furniture Companies, Inc.",201-500,Other Specialty Stores,www.haverty.com,Lysandra Whitfield
141,37,Marlow Hargreave,Food Chemist,Duke Energy Corporation,201-500,Power Generation,www.duke.com,Yvette Anderson
14,58,Guinevere Adcock,Nurse,Nuven Mortgage Opportunity Term Fund 2,201-500,Holdings,www.nuven.com,Lance Floyd
151,84,Monique Christofle,Geological Engineer,OFS Capital Corporation,10000+,Holdings,www.ofs.com,Tasha Baxter
100,27,Estell Bleakman,Systems Administrator III,Citigroup Inc.,1001-5000,Holdings,www.citigroup.com,Catherine Estes
837,58,Stephi Shurey,Civil Engineer,Genie Energy Ltd.,501-1000,Holdings,www.genie.com,Lance Floyd
269,49,Lelia Doohan,Recruiting Manager,"AzurRx BioPharma, Inc.",10000+,Holdings,www.azurrx.com,Troy Workman
903,34,Jo Bagnall,Professor,"Delek Logistics Partners, L.P.",1001-5000,Natural Gas Distribution,www.delek.com,Dolan Merrill
908,31,Beale Hobell,Human Resources Assistant I,"Guidance Software, Inc.",1001-5000,Computer Software: Prepackaged Software,www.guidance.com,Natalie Hull
387,81,Normand Paske,Assistant Manager,Gabelli Utility Trust (The),1001-5000,Holdings,www.gabelli.com,Solomon Matthews
909,50,Kaia Veelers,Office Assistant I,"Senomyx, Inc.",501-1000,Biotechnology: Commercial Physical & Biological Resarch,"www.senomyx,.com",Basia Russo
70,14,Jyoti Christensen,Senior Quality Engineer,Western Digital Corporation,1001-5000,Electronic Components,www.western.com,Martin Pruitt
242,33,Charlean Errol,Compensation Analyst,Star Bulk Carriers Corp.,1001-5000,Marine Transportation,www.star.com,Chester Payne
574,33,Aldis Luetchford,Administrative Assistant IV,Public Storage,10000+,Real Estate Investment Trusts,www.public.com,Chester Payne
307,70,Lonny Whitemarsh,Pharmacist,"Aberdeen Singapore Fund, Inc.",10000+,Holdings,www.aberdeen.com,Tucker Horn
921,6,Tobi Hallsworth,Staff Scientist,"Sykes Enterprises, Incorporated",501-1000,EDP Services,www.sykes.com,Yolanda Wade
495,72,Berky Flecknell,Professor,Time Warner Inc.,201-500,Television Services,www.time.com,Stone Dotson
92,28,Nat Colmore,Health Coach II,"Soligenix, Inc.",201-500,Major Pharmaceuticals,"www.soligenix,.com",Thomas Kidd
332,27,Vernice Baysting,Financial Analyst,The Charles Schwab Corporation,1001-5000,Holdings,www.the.com,Catherine Estes
616,91,Madeleine Ibarra,Systems Administrator IV,Brookfield Asset Management Inc,1001-5000,Building operators,www.brookfield.com,Ainsley Ortiz
43,27,Bent Ledram,Occupational Therapist,Norbord Inc.,10000+,Forest Products,www.norbord.com,Catherine Estes
996,91,Ethelind Denisyev,Budget/Accounting Analyst IV,Advance Auto Parts Inc,10000+,Other Specialty Stores,www.advance.com,Ainsley Ortiz
665,87,Nady Avieson,Internal Auditor,Federal Agricultural Mortgage Corporation,501-1000,Holdings,www.federal.com,Lacy Chambers
706,31,Clemmy Budge,Research Nurse,C,1001-5000,Oilfield Services/Equipment,#VALUE!,Natalie Hull
348,90,Clem Platts,Chief Design Engineer,"Uni-Pixel, Inc.",501-1000,Industrial Machinery/Components,"www.uni-pixel,.com",Josiah Olson
912,96,Rodrique Zavattari,Business Systems Development Analyst,State Street Corporation,201-500,Holdings,www.state.com,Joy Valencia
293,65,Iseabal Carmont,Physical Therapy Assistant,BT Group plc,10000+,Telecommunications Equipment,www.bt.com,Orla Shepard
278,32,Paulina Waddington,Media Manager IV,"Ecology and Environment, Inc.",10000+,Military/Government/Technical,www.ecology.com,Gretchen Montgomery
906,76,Pascale Eaglesham,Civil Engineer,Penn West Petroleum Ltd,1001-5000,Oil & Gas Production,www.penn.com,Bethany Horne
532,21,Wilona Shoutt,Nurse Practicioner,K12 Inc,201-500,Other Consumer Services,www.k12.com,Vernon Dejesus
69,94,Anthea Wankel,General Manager,Alere Inc.,201-500,Biotechnology: In Vitro & In Vivo Diagnostic Substances,www.alere.com,Adam Burch
434,7,Melicent Chattelaine,Compensation Analyst,"Saul Centers, Inc.",201-500,Holdings,www.saul.com,Shaeleigh Ruiz
668,2,Becca Cairns,Human Resources Manager,"General American Investors, Inc.",1001-5000,Holdings,www.general.com,Samuel Acosta
497,34,Townie Mobley,Civil Engineer,Zosano Pharma Corporation,201-500,Major Pharmaceuticals,www.zosano.com,Dolan Merrill
378,49,Kinna Zammett,Nurse Practicioner,"Willdan Group, Inc.",501-1000,Military/Government/Technical,www.willdan.com,Troy Workman
996,80,Innis Newband,Geologist I,Advance Auto Parts Inc,10000+,Other Specialty Stores,www.advance.com,Gary Randall
753,30,Gillan Farre,Physical Therapy Assistant,iShares MSCI Emerging Markets Asia Index Fund,1001-5000,Holdings,www.ishares.com,Perry Poole
910,40,Darcy Brookes,Human Resources Manager,Nuveen Municipal 2021 Target Term Fund,501-1000,Holdings,www.nuveen.com,Amal Hodges
302,62,Susanne Ranald,Mechanical Systems Engineer,"Reinsurance Group of America, Incorporated",1001-5000,Life Insurance,www.reinsurance.com,Alexander Barlow
365,39,Marshal Calverley,Physical Therapy Assistant,NF Energy Saving Corporation,10000+,Metal Fabrications,www.nf.com,Gail William
537,13,Mattie Viant,Help Desk Technician,Axis Capital Holdings Limited,1001-5000,Holdings,www.axis.com,Anjolie Murphy
147,71,Willie Morson,Office Assistant II,MYOS RENS Technology Inc.,201-500,Major Pharmaceuticals,www.myos.com,Farrah Mcgee
575,98,Elinore Sampey,Nuclear Power Engineer,KT Corporation,501-1000,Telecommunications Equipment,www.kt.com,Maryam Mann
554,75,Ofelia Maria,Senior Quality Engineer,"Vail Resorts, Inc.",501-1000,Services-Misc. Amusement & Recreation,www.vail.com,Dillon Stanley
788,81,Aeriela Reder,Payment Adjustment Coordinator,"Omnicell, Inc.",201-500,Computer Manufacturing,"www.omnicell,.com",Solomon Matthews
366,55,Raimondo Heintzsch,Chief Design Engineer,Union Pacific Corporation,501-1000,Railroads,www.union.com,Arsenio Palmer
188,78,Ludvig Blaycock,Health Coach III,Nuveen Global High Income Fund,10000+,Holdings,www.nuveen.com,Audrey Landry
682,84,Luci Harrower,Help Desk Operator,Yandex N.V.,501-1000,"Computer Software: Programming, Data Processing",www.yandex.com,Tasha Baxter
504,57,Vale Lorente,Legal Assistant,"Navigant Consulting, Inc.",10000+,Professional Services,www.navigant.com,Colette Black
901,41,Abigael Whitehall,Web Designer IV,Boyd Gaming Corporation,501-1000,Hotels/Resorts,www.boyd.com,Erich Pruitt
477,88,Sharon Ellam,VP Product Management,XL Group Ltd.,201-500,Property-Casualty Insurers,www.xl.com,Rhona Gross
831,70,Christoper Pettus,Social Worker,"LightInTheBox Holding Co., Ltd.",201-500,Catalog/Specialty Distribution,www.lightinthebox.com,Tucker Horn
